"Warsaw : Faculty of Management University of Warsaw, 2019",S. 151-159 - tab. - Bibliogr. 16 poz.,,,,151-159,,Faculty of Management University of Warsaw,Warsaw,2019
"Rabat : Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat, 2019",S. 12-13,,,,12-13,,"Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat",Rabat,2019
"Varazdin : Varazdin Development and Entrepreneurship Agency, 2019","2019, t. 20, z. 6/1 s. 283-301 - tab. - Summ. - Bibliogr. 41 poz.",,20,,283-301,1,Varazdin Development and Entrepreneurship Agency,Varazdin,2019
"Belgrade : Megatrend University, 2019",143 s. : tab.,,,,,143,Megatrend University,Belgrade,2019
"Koprivnica : University North, 2019","212 s. : rys., tab., Bibliogr. 23 poz., s. 211-212",,,,211-212,212,University North,Koprivnica,2019
"Warsaw : Faculty of Management University of Warsaw, 2019","2019, t. 20, z. 6/1 s. 79-96 - tab. - Summ. - Bibliogr. 23 poz.",,20,,79-96,1,Faculty of Management University of Warsaw,Warsaw,2019
"Rabat : Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat, 2019","S. 1097-1124 - rys., tab. - Bibliogr. 84 poz.",,,,1097-1124,,"Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat",Rabat,2019
"Varazdin : Varazdin Development and Entrepreneurship Agency, 2019",S. 106-114 - rys. - Bibliogr. 10 poz.,,,,106-114,,Varazdin Development and Entrepreneurship Agency,Varazdin,2019
"Belgrade : Megatrend University, 2019","2019, nr 1 s. 16-21 - Streszcz., summ. - Bibliogr. 14 poz.",1,,,16-21,1,Megatrend University,Belgrade,2019
"Koprivnica : University North, 2019","2019, t. 84, nr 1 s. 33-42 - rys., tab. - Streszcz., summ. - Bibliogr. 13 poz.",1,84,,33-42,1,University North,Koprivnica,2019
"Warsaw : Faculty of Management University of Warsaw, 2019","2019, nr 4 (3) s. 55-64 - rys., tab. - Streszcz., summ. - Bibliogr. 33 poz.",4,,,55-64,,Faculty of Management University of Warsaw,Warsaw,2019
"Rabat : Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat, 2019","2019, t. 84, nr 1 s. 13-32 - tab. - Streszcz., summ. - Bibliogr. 31 poz.",1,84,,13-32,1,"Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat",Rabat,2019
"Cham : Springer, 2019","2019, vol. 7, iss. 2 (208) 20 s. - rys., tab. - Summ. - Bibliogr. 35 poz.",2,7,,,20,Springer,Cham,2019
"Cham : Springer, 2019","2019, t. 84, nr 1 s. 63-74 - rys., tab. - Streszcz., summ. - Bibliogr. 42 poz.",1,84,,63-74,1,Springer,Cham,2019
"Cham : Springer, 2019",1268 s. (vol. 1 i 2) ; Bibliogr. przy rozdz.,,1,,,1268,Springer,Cham,2019
"Kielce : Laboratorium Wiedzy Artur Borcuch, 2019","2019, Vol. 15, issue 1 s. 123-146 - tab. - Streszcz., summ. - Bibliogr. 82 poz.",,15,,123-146,1,Laboratorium Wiedzy Artur Borcuch,Kielce,2019
"Kielce : Laboratorium Wiedzy Artur Borcuch, 2019","2019, t. 84, nr 1 s. 43-61 - rys., tab. - Streszcz., summ. - Bibliogr. 28 poz.",1,84,,43-61,1,Laboratorium Wiedzy Artur Borcuch,Kielce,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","114 s. : rys., tab., Bibliogr. 57 poz., s. 105-107",,,,105-107,114,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 1753-1755 - Bibliogr. 14 poz.,,,,1753-1755,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Kielce : Laboratorium Wiedzy Artur Borcuch, 2019",1913 s.,,,,,1913,Laboratorium Wiedzy Artur Borcuch,Kielce,2019
"New York : Institute of Electrical and Electronics Engineers, 2019","2019, nr 34 s. 114-122 - Streszcz., summ. - Bibliogr. 19 poz.",34,,,114-122,34,Institute of Electrical and Electronics Engineers,New York,2019
"Warszawa : Polskie Towarzystwo Informatyczne, 2019",S. 109-122 - tab.,,,,109-122,,Polskie Towarzystwo Informatyczne,Warszawa,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 1451-1461 - summ. - Bibliogr. 28 poz.,,,,1451-1461,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Kielce : Laboratorium Wiedzy Artur Borcuch, 2019",S. 947-976 - Bibliogr. 73 poz.,,,,947-976,,Laboratorium Wiedzy Artur Borcuch,Kielce,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, t. 20, nr 1 s. 145-157 - Streszcz., summ. - Bibliogr. 32 poz.",1,20,,145-157,1,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Gdańsk : Wydawnictwo Uniwersytetu Gdańskiego, 2019","403 s. : rys., Bibliogr. 109 poz.",,,,,403,Wydawnictwo Uniwersytetu Gdańskiego,Gdańsk,2019
"New York : Institute of Electrical and Electronics Engineers, 2019","S. 386-394 - summ., tab. - Bibliogr. 14 poz.",,,,386-394,,Institute of Electrical and Electronics Engineers,New York,2019
"Warszawa : Polskie Towarzystwo Informatyczne, 2019",S. 56-68 - tab. - Bibliogr. 16 poz.,,,,56-68,,Polskie Towarzystwo Informatyczne,Warszawa,2019
"Gdańsk : Wydawnictwo Uniwersytetu Gdańskiego, 2019","2019, vol. 26, iss. 1 s. 195-211 - rys., tab. - summ. - Bibliogr. 44 poz.",1,26,,195-211,1,Wydawnictwo Uniwersytetu Gdańskiego,Gdańsk,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 11-26 - tab. - Bibliogr. 46 poz.,,,,11-26,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, nr 7 s. 2-7 - tab. - Streszcz., summ. - Bibliogr. 27 poz.",7,,,2-7,7,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 173-184 - tab. - Bibliogr. 18 poz.,,,,173-184,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, nr 7 (698) s. 70-74 - fot.",7,,,70-74,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 133-149 - tab. - Bibliogr. 42 poz.,,,,133-149,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, nr 379 s. 72-95 - rys. - Streszcz., summ. - Bibliogr. 6 poz.",379,,,72-95,379,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 172-188 - rys. - Bibliogr. 45 poz.,,,,172-188,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Akademii Wychowania Fizycznego w Katowicach, 2019",S. 137-171 - rys. - Bibliogr. 42 poz.,,,,137-171,,Wydawnictwo Akademii Wychowania Fizycznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, nr 379 s. 46-56 - Streszcz., summ. - Bibliogr. 47 poz.",379,,,46-56,379,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","210 s. : rys., tab. ; Bibliogr. przy rozdz.",,,,,210,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Akademii Wychowania Fizycznego w Katowicach, 2019","124 s. : rys., tab., Bibliogr. 175 poz., s. 109-119",,,,109-119,124,Wydawnictwo Akademii Wychowania Fizycznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 3-4,,,,3-4,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, nr 38 s. 5-11 - tab. - Streszcz., summ. - Bibliogr. 24 poz.",38,,,5-11,38,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Ceske Budejovice : University of South Bohemia in Ceske Budejovice, Faculty of Economics, 2019",394 s. ; Bibliogr. przy rozdz.,,,,,394,"University of South Bohemia in Ceske Budejovice, Faculty of Economics",Ceske Budejovice,2019
"Warszawa : Wydawnictwo SGGW, 2019","2019, vol. 18, no. 2 s. 123-131 - Summ. - Bibliogr. 15 poz.",2,18,,123-131,2,Wydawnictwo SGGW,Warszawa,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",52 s.,,,,,52,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 19-20,,,,19-20,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, vol. 10, no. 32 s. 87-104 - Summ. - Bibliogr. 57 poz.",32,10,,87-104,32,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019",S. 51-52,,,,51-52,,Publishing House of the University of Economics in Katowice,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","S. 20-26 - rys., summ., tab. - Bibliogr. 10 poz.",,,,20-26,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019","2019, vol. 20, iss. 5 s. 1858-1869 - rys., tab. - Bibliogr. 49 poz.",5,20,,1858-1869,5,Publishing House of the University of Economics in Katowice,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, no. 4 (21) s. 41-60 - rys., tab. - Summ. - Bibliogr. 14 poz.",4,,,41-60,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, Vol. 3, Issue 1 s. 83-86",1,3,,83-86,1,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Warszawa : Wydawnictwo SGGW, 2019","2019, Vol. 6, No. 3 20 s. - rys. - Summ. - Bibliogr. 22 poz.",3,6,,,20,Wydawnictwo SGGW,Warszawa,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 215-224 - tab. - Bibliogr. 18 poz.,,,,215-224,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Warszawa : Wydawnictwo SGGW, 2019","2019, vol. 25, iss. 1 s. 50-66 - rys., tab. - Summ. - Bibliogr. 66 poz.",1,25,,50-66,1,Wydawnictwo SGGW,Warszawa,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 151-163 - rys. - Bibliogr. 28 poz.,,,,151-163,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Gdańsk ; Sopot : Wydawnictwo Uniwersytetu Gdańskiego, 2019",510 s. ; Bibliogr. przy rozdz.,,,,,510,Wydawnictwo Uniwersytetu Gdańskiego,Gdańsk ; Sopot,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, nr 1 s. 133-156 - rys., tab. - Summ. - Bibliogr. 26 poz.",1,,,133-156,1,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, vol. 17, no. 1/1 s. 155-166 - rys. - Streszcz., summ. - Bibliogr. 21 poz.",1,17,,155-166,1,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, z. 135 s. 191-206 - rys. - Summ. - Bibliogr. 79 poz.",,,,191-206,135,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, vol. 23, no. 2 s. 1-14 - rys., tab. - Streszcz., summ. - Bibliogr. 32 poz.",2,23,,1-14,2,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, nr 15 (1) s. 39-51 - rys., tab. - Streszcz., summ. - Bibliogr. 30 poz.",15,,,39-51,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Gdańsk ; Sopot : Wydawnictwo Uniwersytetu Gdańskiego, 2019",194 s.,,,,,194,Wydawnictwo Uniwersytetu Gdańskiego,Gdańsk ; Sopot,2019
"Katowice : Wydawnictwo Uniwersytu Śląskiego, 2019",S. 171-183 - rys. - Bibliogr. 49 poz.,,,,171-183,,Wydawnictwo Uniwersytu Śląskiego,Katowice,2019
"Kyiv : Kyiv National University of Trade and Economics, 2019",S. 83-99 - rys. - Bibliogr. 43 poz.,,,,83-99,,Kyiv National University of Trade and Economics,Kyiv,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, T. 35 s. 27-38 - rys., tab. - Streszcz., summ. - Bibliogr. 16 poz.",,35,,27-38,35,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Ostrava : VSB - Technical University of Ostrava, 2019","2019, nr 27 s. 45-57 - rys. - Summ. - Bibliogr. 14 poz.",27,,,45-57,27,VSB - Technical University of Ostrava,Ostrava,2019
"Ostrava : VSB - Technical University of Ostrava, 2019","2019, nr 379 s. 31-45 - Streszcz., summ. - Bibliogr. 34 poz.",379,,,31-45,379,VSB - Technical University of Ostrava,Ostrava,2019
"Kyiv : Kyiv National University of Trade and Economics, 2019","2019, t. 55, z. 2 s. 352-372 - rys. - Summ. - Bibliogr. 32 poz.",,55,,352-372,2,Kyiv National University of Trade and Economics,Kyiv,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","190 s. : rys., tab. ; Bibliogr. przy rozdz.",,,,,190,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Ostrava : VSB - Technical University of Ostrava, 2019",S. 101-110 - tab. - Bibliogr. 34 poz.,,,,101-110,,VSB - Technical University of Ostrava,Ostrava,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",933 s.,,,,,933,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytu Śląskiego, 2019",S. 159-170 - Bibliogr. 73 poz.,,,,159-170,,Wydawnictwo Uniwersytu Śląskiego,Katowice,2019
"Ostrava : VSB - Technical University of Ostrava, 2019","S. 28-49 - rys., tab. - Bibliogr. 35 poz.",,,,28-49,,VSB - Technical University of Ostrava,Ostrava,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, vol. 71, iss. 1 s. 54-71 - rys., tab. - Summ. - Bibliogr. 39 poz.",1,71,,54-71,1,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Gdańsk : Wydawnictwo Uniwersytetu Gdańskiego, 2019",S. 149-158 - Bibliogr. 71 poz.,,,,149-158,,Wydawnictwo Uniwersytetu Gdańskiego,Gdańsk,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 11-27 - tab. - Bibliogr. 17 poz.,,,,11-27,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","S. 237-250 - rys., streszcz., tab. - Bibliogr. 30 poz.",,,,237-250,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Sofia : UNWE Publishing Complex, 2019","2019, nr 10 s. 24-29 - tab. - Streszcz. - Bibliogr. 23 poz.",10,,,24-29,10,UNWE Publishing Complex,Sofia,2019
"Szczecin : Wydawnictwo Naukowe Uniwersytetu Szczecińskiego, 2019",S. 579-588 - Bibliogr. 50 poz.,,,,579-588,,Wydawnictwo Naukowe Uniwersytetu Szczecińskiego,Szczecin,2019
"Szczecin : Wydawnictwo Naukowe Uniwersytetu Szczecińskiego, 2019","2019, vol. 17, no. 1 (81) s. 212-238 - rys., tab. - Streszcz., summ. - Bibliogr. 129 poz.",1,17,,212-238,,Wydawnictwo Naukowe Uniwersytetu Szczecińskiego,Szczecin,2019
"Szczecin : Wydawnictwo Naukowe Uniwersytetu Szczecińskiego, 2019",290 s.,,,,,290,Wydawnictwo Naukowe Uniwersytetu Szczecińskiego,Szczecin,2019
"Szczecin : Wydawnictwo Naukowe Uniwersytetu Szczecińskiego, 2019","S. 119-136 - rys., tab. - Bibliogr. 50 poz.",,,,119-136,,Wydawnictwo Naukowe Uniwersytetu Szczecińskiego,Szczecin,2019
"Warszawa : CeDeWu, 2019","S. 100-118 - rys., tab. - Bibliogr. 15 poz.",,,,100-118,,CeDeWu,Warszawa,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","S. 221-243 - tab., summ.",,,,221-243,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Sofia : UNWE Publishing Complex, 2019",S. 192-202 - Summ.,,,,192-202,,UNWE Publishing Complex,Sofia,2019
"Warszawa : Komitet Przestrzennego Zagospodarowania Kraju PAN, 2019","286 s. : rys., tab., Bibliogr. 279 poz., s. 263-280",,,,263-280,286,Komitet Przestrzennego Zagospodarowania Kraju PAN,Warszawa,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","S. 203-220 - rys., summ.",,,,203-220,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","348 s. : rys., tab., Bibliogr. po rozdz.",,,,,348,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Warszawa : Wolters Kluwer, 2019","S. 83-98 - rys., tab., summ.",,,,83-98,,Wolters Kluwer,Warszawa,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","216 s. : rys., tab., Bibliogr. 133 poz., s. 205-211",,,,205-211,216,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","S. 209-228 - tab., streszcz. - Bibliogr. 31 poz.",,,,209-228,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Warsaw : Dom Wydawniczy ELIPSA, 2019","S. 135-149 - rys., tab., summ.",,,,135-149,,Dom Wydawniczy ELIPSA,Warsaw,2019
"Ceske Budejovice : University of South Bohemia in Ceske Budejovice, Faculty of Economics, 2019",598 s. ; Bibliogr. przy rozdz.,,,,,598,"University of South Bohemia in Ceske Budejovice, Faculty of Economics",Ceske Budejovice,2019
"Ostrava : VSB - Technical University of Ostrava, 2019","S. 133-141 - rys., tab., summ. - Bibliogr. 24 poz.",,,,133-141,,VSB - Technical University of Ostrava,Ostrava,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","S. 29-44 - rys., tab., summ.",,,,29-44,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Warsaw : Dom Wydawniczy ELIPSA, 2019","S. 276-288 - rys., tab., summ.",,,,276-288,,Dom Wydawniczy ELIPSA,Warsaw,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","181 s. : rys., tab., Bibliogr.",,,,,181,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","13 s. - rys., tab. - Bibliogr. 22 poz.",,,,,13,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Siedlce : Wydawnictwo Naukowe Uniwersytetu Przyrodniczo-Humanistycznego w Siedlcach, 2019","S. 247-259 - rys., tab., summ.",,,,247-259,,Wydawnictwo Naukowe Uniwersytetu Przyrodniczo-Humanistycznego w Siedlcach,Siedlce,2019
"Moskva : Ekonomiceskij fakultet MGU imieni M.V. Lomonosova, 2019","S. 260-275 - rys., tab., summ.",,,,260-275,,Ekonomiceskij fakultet MGU imieni M.V. Lomonosova,Moskva,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019",168 s.,,,,,168,Publishing House of the University of Economics in Katowice,Katowice,2019
Katowice : Fundacja \,"2019, vol. 55, iss. 4 s. 319-330 - rys., tab. - Summ. - Bibliogr. 66 poz.",4,55,,319-330,4,Fundacja \,Katowice,
"Warszawa : Wydawnictwo Naukowe Scholar, 2019","S. 39-48 - tab., streszcz., summ. - Bibliogr. 11 poz.",,,,39-48,,Wydawnictwo Naukowe Scholar,Warszawa,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019",244 s.,,,,,244,Publishing House of the University of Economics in Katowice,Katowice,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019","2019, vol. 19, iss. 4 s. 993-1032 - rys., tab. - Summ. - Bibliogr. 77 poz.",4,19,,993-1032,4,Publishing House of the University of Economics in Katowice,Katowice,2019
Katowice : Fundacja \,"190 s., Bibliogr. s. 183-190",,,,183-190,190,Fundacja \,Katowice,
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",133 s.,,,,,133,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","108 s. : rys., tab., Bibliogr. 124 poz.",,,,,108,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",122 s.,,,,,122,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Moskva : Ekonomiceskij fakultet MGU imieni M.V. Lomonosova, 2019",S. 236-252 - Bibliogr. 19 poz.,,,,236-252,,Ekonomiceskij fakultet MGU imieni M.V. Lomonosova,Moskva,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 95-108,,,,95-108,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 285-303 - Bibliogr. 65 poz.,,,,285-303,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Siedlce : Wydawnictwo Naukowe Uniwersytetu Przyrodniczo-Humanistycznego w Siedlcach, 2019","S. 66-74 - rys., tab.",,,,66-74,,Wydawnictwo Naukowe Uniwersytetu Przyrodniczo-Humanistycznego w Siedlcach,Siedlce,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","S. 152-160 - rys., summ. - Bibliogr. 17 poz.",,,,152-160,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Cham : Springer, 2019",298 s. ; Bibliogr. przy rozdz.,,,,,298,Springer,Cham,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",860 s.,,,,,860,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019",S. 193-210 - rys. - Bibliogr. 19 poz.,,,,193-210,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","S. 249-255 - summ., tab. - Bibliogr. 14 poz.",,,,249-255,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Cham : Springer, 2019",S. 155-164,,,,155-164,,Springer,Cham,2019
"Cham : Springer, 2019","S. 103-111 - rys., summ., tab. - Bibliogr. 26 poz.",,,,103-111,,Springer,Cham,2019
"Warszawa : Wolters Kluwer, 2019",S. 211-235 - Bibliogr. 51 poz.,,,,211-235,,Wolters Kluwer,Warszawa,2019
"Lviv : Lviv Polytechnic National University, 2019",S. 81-92 - streszcz.,,,,81-92,,Lviv Polytechnic National University,Lviv,2019
"Cham : Springer, 2019","S. 191-201 - rys., tab., summ. - Bibliogr. 19 poz.",,,,191-201,,Springer,Cham,2019
"Szczecin : Wydawnictwo Naukowe Uniwersytetu Szczecińskiego, 2019",319 s. ; Bibliogr. przy rozdz.,,,,,319,Wydawnictwo Naukowe Uniwersytetu Szczecińskiego,Szczecin,2019
"Warszawa : Wydawnictwo Naukowe PWN, 2019","S. 53-64 - streszcz., summ., tab. - Bibliogr. 28 poz.",,,,53-64,,Wydawnictwo Naukowe PWN,Warszawa,2019
"Cham : Springer, 2019","S. 123-132 - rys., streszcz., summ., tab. - Bibliogr. 9 poz.",,,,123-132,,Springer,Cham,2019
"Napoli : Edizioni Scientifiche Italiane, 2019","2019, nr 1 (51) s. 44-54 - Streszcz., summ. - Bibliogr. 43 poz.",1,,,44-54,,Edizioni Scientifiche Italiane,Napoli,2019
"Napoli : Edizioni Scientifiche Italiane, 2019","S. 276-289 - streszcz., summ. - Bibliogr. 20 poz.",,,,276-289,,Edizioni Scientifiche Italiane,Napoli,2019
"Cham : Springer, 2019","2019, nr 45 s. 23-40 - tab. - Streszcz., summ. - Bibliogr. 78 poz.",45,,,23-40,45,Springer,Cham,2019
"Cham : Springer, 2019","2019, vol. 17, no. 5 (85) s. 111-131 - rys., tab. - Streszcz., summ. - Bibliogr. 55 poz.",5,17,,111-131,,Springer,Cham,2019
"Łódź-Warszawa : Wydawnictwo Społecznej Akademii Nauk, 2019","2019, nr 1 s. 155-177 - Summ. - Bibliogr. 50 poz.",1,,,155-177,1,Wydawnictwo Społecznej Akademii Nauk,Łódź-Warszawa,2019
"Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019","2019, vol. 17, no. 5 (85) s. 24-39 - tab. - Summ. - Bibliogr. 40 poz.",5,17,,24-39,,Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach,Katowice,2019
"Lublin : Wydawnictwo Naukowe Tygiel, 2019","2019, T. 19, z. 4 s. 69-79 - tab. - Streszcz., summ. - Bibliogr. 20 poz.",,19,,69-79,4,Wydawnictwo Naukowe Tygiel,Lublin,2019
"Katowice : Publishing House of the University of Economics in Katowice, 2019",S. 154-174 - tab.,,,,154-174,,Publishing House of the University of Economics in Katowice,Katowice,2019
"Lublin : Wydawnictwo Naukowe Tygiel, 2019",S. 175-184,,,,175-184,,Wydawnictwo Naukowe Tygiel,Lublin,2019
